系所名稱,作者(外文),論文名稱(外文),指導教授(外文),出版年,外文關鍵詞,摘要(外文)
NTHUIEEM,"Lu, Yan Han",Stochastic Global Optimization Using Sequential Kriging Metamodeling,"Chang, Kuo Hao",104,"Stochastic optimization
Global optimization
Kriging metamodeling
Kernel density estimation","Stochastic global optimization refers an iterative procedure in attempt to find the global optima in the parameter space when the objective function can be estimated with noise. Due to the noise inherent in the objective value, the problem is difficult to be solved, especially when the time given to solve the problem is limited, which is usually the case in practice. In this research, we propose a framework that allows the stochastic global optimization problem to be solved efficiently. The proposed framework sequentially builds a Kriging metamodel based on kernel density estimation for predicting the functional behavior of the objective function and solves for the optimal solution of the metamodel. Numerical experiments show that its efficiency is satisfactory."
NTHUIEEM,Lin Chun Ju,A Study of Type-III Assembly Line Balancing Problem in Footwear Manufacturing,James C. Chen,104,,"Footwear manufacturing is a traditional labor intensive industry, and plays an important role in the economy growth in Taiwan. The manufacturing process of shoes is generally separated into upper process and sole process, and stitching, which requires the most operators, is one of the most critical processes in upper process. This study uses Grouping Genetic Algorithm (GGA) to solve type III Resource-Constrained Assembly Line and Worker Assignment Balancing Problem (RCALWABP) in stitching lines of footwear manufacturing. With balancing of stitching lines, it can let workload of lines more smoothness, reduce operator requirement and increase production efficiency.
This study takes into accounts several practical characteristics in footwear manufacturing, including multi-skilled operators, operator efficiency, task time variance and number of operators. Type III RCALWABP in stitching lines is solved using GGA to maximize workload smoothness and allocate the workload evenly with a given number of workstations. Real data from footwear factories is collected and used to evaluate the performance of GGA based on experimental design. The optimal parameters setting of GGA and production system are also obtained. Furthermore, this study takes budget as one the constraint, and uses it to verify the effect to objective value. This study can provide some idea for footwear factory to assign tasks to workstations and the efficiency can be improved.
"
NTHUIEEM,"Peng, Wen Chieh",Simulation Modeling and Analysis of Multiple Automated Guided Vehicle Dispatching System,"Chen, James C.",104,"Simulation modeling and analyze
automated guided vehicle
dispatching rule
design of experiment","Automated Guide Vehicle system is a common automated transportation system in factory. There are two main issues need to consider when we want to import AGV system to factory, which is layout and dispatching rule design. We are interested how to design a most suitable AGV system for the site, in order to raise the output or decrease the loading for human resource. This study is a extend research from a real one case, and there are two restrictions, the fleet size of AGV was limited as four, and product transport needs to crossover cleanroom and normal area. We design and analyze AGV system under these two restrictions. Finally, we use the simulation software “FlexSim” to construct the simulation model; meanwhile the simulation model can help to do the analysis. Design of experiment (DOE) is a main method to analyze data in this research. There are four controllable factors layout design, machine production rate, speed of AGV and dispatching rule. Key performance indicators (KPIs) include output per shift, average stay time, machine block rate and WIP level. By using DOE, we can find out the relationship between factors and response variables, furthermore, the best combination of factors for each KPI can get in same time. After the analysis for the AGV system, it helps people who need to make the decision of build AGV system in factory. This kind of procedure can become a standard operation process for importing AGV system. We hope this procedure can decrease the risk for people when construct AGV system in factory, and people can get the optimal combination for different factories."
NTHUIEEM,"Shih, Mei Hsu",Variables Quick Switching Sampling System Based on Process Performance Index,"Wu, Chien Wei",104,"Acceptance Sampling Plan
Quick Switching Sampling System
Process Capability Index","    Acceptance sampling plans are practical tools for quality management applications and provide the producer and consumer a general rule for lot sentencing and reduce the cost. As the rapid advancement of manufacturing technology, suppliers required their products to be of high quality with very low fraction of defectives often measured in Parts Per Million（PPM）. Process capability indices are convenient and powerful tools for measuring process performance and it is widely used in Acceptance sampling plans. 
    This paper attempts to develop a Variables Quick Switching Sampling System（VQSS System）based on the Cpk index. The VQSS System consists of two inspection plan along with a set of switching rules between them. The first sampling plan, called normal inspection plan, is applied for periods with good quality. The second sampling plan, called tightened inspection plan, is applied for use during problems encountered periods.
    The probabilities of acceptance under normal inspection and tightened inspection are derived, and the proposed VQSS System is also developed based on the exact sampling distribution rather than approximation approach. Three types of the proposed plan parameters are determined by solving a non-linear optimization problem with two-point conditions on the OC curve. The behavior and performance of the proposed sampling system is discussed and also compared with the conventional variables sampling plans. Finally, tables of the plan parameters for various selected quality levels and risks are provided for practical applications.
"
NTHUIEEM,"Hsu, Mao Kai",Campaign Planning for Multi-Purpose Plants of Pharmaceutical Industry: Decision Model and Empirical Study,"Chang, Kuo Hao
Hsieh, Liam Yuehfeng",104,"campaign planning
scheduling
multi-purpose plants
batch production","Abstract
Batch production is highly used in chemical process industries such as pharmaceuticals, cosmetics, food processing, etc. A few typical characteristics common in these industries are the long setup time and the long cleaning time. To minimize the cost and the frequency needed for the changeovers, the plants are operated in campaign mode. However, the products are often sold in small quantities with the fluctuating demands, the multi-purpose plants are preferred. While the multi-purpose plants gains the flexibility for the production planning, it becomes much more complex to decide how to run the plants, when and in what amount of different product should be made. In this paper, we study the planning problem in pharmaceutical industry and build a mathematical and decision model to characterize it. An empirical study is conducted to demonstrate the viability of the proposed model.
"
NTHUIEEM,"Kao, Ya Yen",Psychophysical Evaluation of Baby Carriers,"Wang, Mao-Jiun J.",104,"Baby carrier
Carrying method
Carrying time
Psychophysics
Maximum acceptable weights of carrying
Borg’s CR-10 scale","With the improving of quality of life, not only the functions of baby carriers meet the needs of people, but also the ergonomics issues are subject to the users’ concern. This study aimed to evaluate the effect of different of baby carrier design, carrying time and carrying type on MAWC (maximum acceptable weight of carrying), percentage of maximum heart rate (%HR) and perceived exertion using Borg’s CR-10 scale. A total of 20 subjects were recruited (10 males and 10 females). The independent variables included gender (male and female), different baby carrier design (A, B and C), simulated carrying time (1 hour and 4 hours) and carrying type (front and back). The dependent variables were MAWC, %HR, and perceived exertion using Borg’s CR-10 scale that were assessed during the experiment.
The ANOVA results indicated that gender, baby carrier and simulated carrying time had significant influence on MAWC (p < 0.05). Male’s MAWC was significant higher than that of females’. Back carrying of B-type baby carrier had the greatest MAWC, and was significantly higher than the other combinations. As for %HR, 1-hour was significantly greater than 4-hours in carrying time. In addition, gender, different baby carrier design, carrying type and simulated carrying time had significant influence on  perceived exertion using Borg’s CR-10 scale (p < 0.05). Based on the finding, it provides useful information for baby carrier design and carrying method selection."
NTHUIEEM,"Huang, Po Hsin",Applying Usability Testing Methods for New Product Prototypes Development,"Hwang, Sheue Ling
Chiu, Ming Chuan",104,"Usability Testing
Objective and Subjective Metrics
DAISY Player
DAISY E-Textbooks
Health Management System","Usability testing can evaluate product performance and improve the usability of new product prototype. However, various types of products need different usability testing methods during development process. According to the product attribute, this dissertation integrates usability testing methods that incorporate the objective and subjective metrics to evaluate new product prototypes comprehensively before launching to the market. Three new product prototypes are utilized to verify these usability testing methods at product design stage. Firstly, usability testing experiment is conducted to improve the performance of new DAISY plyer prototype. Results and findings have allowed us to generate suggestions for developing the next generation DAISY players for impaired people, especially for Chinese audience. In addition, this dissertation presents a new learning approach based on the DAISY e-textbooks, and conducts usability testing to evaluate the learning effects. Results show that the new approach effectively improved visually impaired students’ mathematics proficiency. Finally, this dissertation integrates and applies usability metrics to evaluate a health management product prototype. Based the results, usability of a new product prototypes are improved before it entered the market. Academically, this dissertation integrates the objective and subjective metrics as usability testing methods. Practically, this dissertation is actually benefiting a new product prototype to be more comfortable and suitable for use.
"
NTHUIEEM,"Chang, Keng Chi",Objective-Oriented Suggestion for Data Analysis Approaches,"Hou, Jiang Liang",104,"Decision Making
Likelihood
Simulated Annealing","In order to improve efficiency for suggestion of data analysis approaches, this research develops a problem-oriented model for suggestion of data analysis approaches. Firstly, this research analyzes the historical problems the applicable data analysis approaches and other information of the original solutions which are related to data analysis. Secondly, a model is developed for analyzing the solutions related to data analysis and transforms them into structured forms. After that, the proposed model can be applied for searching related data analysis solutions based on the problem characteristics. In order to distinguish the related and the unrelated solutions, this model evaluates the likelihood between those solutions by the linear combinations of the solution characteristics. Further, this model utilizes the simulated annealing algorithm to acquire the combinations which can distinguish the related and unrelated solutions. Finally, this model can suggest the data analysis approaches according to the approaches used in the related solutions used. As a whole, the proposed model can assist managers realizing data analysis approaches in an efficient and effective way."
NTHUIEEM,"Liu, Hsiu Hao",Integrated use of soft computing and clustering for capacitated clustering single-facility location problem  with one-time delivery,"Yeh, Wei Chang",104,"Capacitated Clustering Location Problem
Simplified Swarm Optimization (SSO),
K-harmonic Means (KHM)
Travelling Salesman Problem","How to set up the distribution centers not only a very general and important issue but also a quite profound knowledge for many different industries in real life. This kind of problem called capacitated clustering location problem (CCP), then the previous literature, the target of the location problem is to minimize the sum of distances from each cluster centers to all customers in their cluster and the practical application of this type, for example: logistics centers, police stations, etc., this approach of shipping called “batch delivery”. 
However, some types of business or the company shipping methods are different from the above. The distribution centers must ship goods to all customers in its cluster or cluster in a cycle time, such as postman, newsman, etc., this approach of shipping is called “one-time delivery”. One-time delivery can be modeled as a Travelling Salesman Problem (TSP). This type of problem is rarely discussed in the former literature. 
In order to solve this practical problem, a new hybrid clustering algorithm, Simplified Swarm Optimization combining with K-harmonic means (SSOKHM) is proposed in this paper for the CCP with one-time delivery and using greedy algorithm for the TSP to find the shortest loop and obtain the target: minimize shipping costs. An exchange local search is an inspection mechanism which adds after greedy algorithm. Proposed method is applied to several facility location problems from OR library and compared with other hybrid clustering algorithm. 
Numerical results show that the proposed approach (SSOKHM) performance is better than using other hybrid clustering algorithms in terms of shipping costs. Finally, we embed the exchange local search for each hybrid clustering algorithm. The results are presented that this inspection mechanism can be work in capacity constraint to enhance the performance of the solution and demonstrate the usefulness of this approach in CCP. 
Keywords: Capacitated Clustering Location Problem, Simplified Swarm Optimization (SSO), K-harmonic Means (KHM), Travelling Salesman Problem
"
NTHUIEEM,"Fan, Chu Yuan",Integrated Similarity Matching Approach to Reduce False Alarm of Defect Classification in CMOS Image Sensor Manufacturing,"Chang, Kuo Hao
Chen, Ying-Jen",104,"automatic optical inspection
color filter process
defect detection
data mining
manufacturing intelligence
similarity matching","For CMOS image sensor (CIS) manufacturing, defect reduction is a key taskforce for quality assurance and yield enhancement. Indeed, automatic optical inspection (AOI) is the critical equipment for defect inspection. Although AOI can capture possible defect images with high throughput and low manual labor, it cannot identify defect types for troubleshooting purpose. In particular, the advanced AOI equipment can provide a high resolution defect image of a whole wafer for overall judgments. This study aims to develop a hybrid data mining approach for defect classification for whole wafer images based on the result of classifier. The proposed approach consists of two stages similarity matching to rearrange the order of features from different images of CMOS. This concept could not only reduce the false alarm rate but enhance the correct rate. An empirical study was conducted with a leading CIS manufacturing company in Taiwan to estimate the validity and the results also demonstrated the practical value of the proposed approach."
NTHUIEEM,"Wang, Shu Hua",Online Route Planning with High-density Time-series Traffic Data,"Liao, Chung Shou",104,"online algorithm
time-series data
traffic network","This study investigates the online route planning problem in time-dependent traffic networks. Given a road network, the problem involves planning a dynamic route as short as possible from a source to a destination, but possibly discovering online (real-time) traffic congestions or accidents, which may cause long delays. From a practical perspective, the problem discusses the shortestpath query problem with a set of dynamic changes that are subject to online traffic conditions. In comparison with prior work, we design efficient algorithms for solving this problem without the assumption that the given time-dependent networks satisfy the FIFO (First-In-First-Out) property. Moreover, we conduct empirical studies with high-density time-series traffic data and exploit data structures to significantly reduce computation loads. In fact, the size of the resulting sets of preprocessed data structures might be too heavy to be practical. Our approaches can immediately respond to online traffic changes, but in small real-world instances. We also propose some heuristics to speed up computation, and the experiments demonstrate the effectiveness of the proposed algorithms. In particular, the travel cost of the derived online near-shortest routes can be shown very close to that of the static (offline) time-dependent shortest paths in hindsight, where all traffic changes are known a priori."
NTHUIEEM,"Lin, Hung Hsiang",Optimum Dispatching Rule in Solar Ingot-Wafer Manufacturing System-Integration of Machines and Manpower Allocation,"Song, Whey Ming",104,"Dispatching
Multi-nominal distribution dispatch rule
Meta-heuristic algorithm
Genetic Algorithm(GA)
Particle Swarm Optimization(PSO)","    Motivated by the dispatching problems in our collaborated solar company, we investigate the optimal dispatching rule for machines and manpower allocation in the solar ingot to water manufacturing systems. The performance of the method is measured by the sales profit for each dollar paid to the operators in a 7 days time window in steady-state. The decision variables are identification-number of machines and operators when each job is required to be served in each process.
    We propose a “Multi-nominal distribution dispatch rule” which is a function of operator’s ability, salary and the corresponding location. Simulation (via Flexsim) results show that the proposed rule outperforms many traditional meta-heuristic algorithms such as Generic algorithm (GA) and Particle Swarm Optimization (PSO). Simulation results also show that the proposed dispatch rule demonstrates improvement on the sales profit metrics of about 51% comparing with the method currently used in our collaborated solar company."
NTHUIEEM,"Hsu, Yueh Chun",Using TRIZ for Failure Analysis and Problem Solving in New Product Introduction,"Sheu,Dong Liang",104,"TRIZ
systematic innovation
problem solving
functional analysis
conflict analysis
problem-solving guidelines
LCD TV product problem solving
the speaker
the lowest resonance frequency
speaker noise","In this study, TRIZ theory and tools for analysis and problem-solving techniques applied to LCD TV speaker of product failure analysis and problem solving. Its problems include low resonance frequency (Lowest Resonance Frequency; fo) high, hit T-Yoke produced noise, etc., by this systematic analysis process to identify the exact problem, use the TRIZ tool to identify problems, for fo problem, produce 48 concept solution, for noise, produce 49 concept solution, supplemented by Platts matrix (Pugh Matrix) to select and integrate to get the optimal solution concept, the optimal solution of the final concept validation. Part of the solution concept fo high elastic wave join softeners, iron and voice coil hit T abnormal noise generated by the concept of the solution above the washer -T iron surface, so that the magnets do uneven distribution of magnetic field lines, to prevent the coil hit T iron, the concept solution combines the two, so that's fo can reduce, but also to prevent the voice coil to prevent abnormal noise impacts generated by T iron. Different sound solution concept hit part of the voice coil to coil T iron produced the same length, the double voice coil four variants of the concept of solution can solve the problem. In response to these two problems can be accessed via TRIZ tools to find answers."
NTHUIEEM,"Hu, Yi Hsin",Cost-oriented Assembly Line Balancing and Worker Assignment Problem in Apparel Industry,"Chen, James C.",104,"assembly line balancing
apparel industry
sewing line
grouping genetic algorithm","Apparel manufacturing is a labor-intensive traditional industry. Under the pressure of internationalization, the competition in this industry is quite drastic. The production process of garments is separated into four main phases: designing/clothing pattern generation, fabric cutting, sewing and ironing/packing. Among these, sewing is the most critical process which needs lots of human and materials resource. The purpose of assembly line balancing problem (ALBP) in sewing lines is to assign tasks to the workstations making the machines of the workstations perform the assigned tasks in order to reduce manpower, increase efficiency and lower the total cost.
This thesis develops a line balancing system for apparel manufacturing industry. Grouping genetic algorithm (GGA) is applied to develop heuristics in the proposed line balancing system. For a given cycle time, tasks are assigned to workstations to minimize the total relevant cost. This research verifies the performance of the proposed line balancing system by collecting data from real apparel manufacturing factory. There is only limited literature in the area of ALBP with cost consideration. The computational results reveal that the line balancing system developed in this thesis is effective in solving cost-oriented assembly line balancing and worker assignment problem (CALBWAP) which has high practical value in apparel industry.
"
NTHUIEEM,"Chen, Chian Huei",Nurses’ Cognition of Medication Adverse Events,"Wang, Min Yang",104,"nurse
medication
adverse event
medical cognition","Patient safety has become a global issue. In Taiwan, the aim of Taiwan Patient safety Reporting system building is to collect and rethink happened medical adverse event from which we could learn to decrease rate of medical error. In such many kinds of adverse event, medication safety is one of main concern. Unappreciated used of drug treatment not only will threat patient lives but crush medical system and social structure and heavy the financial loading of hospital and government. It’s important to enhance drug safety through medication adverse event (MAE) collected from reporting system. The main purposes of this research are to investigate nurses’ cognition of MAE and the way they report MAE, also find out the reasons and factors behind their report and the way they look at event.
    Researcher constructed open-end scenario report, subjective ranking scale and semi-structure individual interview. The open-end scenario report is based on real medication adverse events. Through the analysis of nurses reporting models of MAE and the missed items in their reports, researcher calculated the integrity and effectiveness score. The semi-structure individual interview will used to investigate the reasons behind reporting models, reporting criterion and other MAE concepts of nurses. At last, the subjective ranking scale is designed for importance ranking of reporting needed items in reporting system.
    Researcher recruited 30 nurses to be participants in formal experiment. All participants were divided into 3 groups based on their working years: 9 participants for senior group, 11 participants for middle working experience group, 10 participants for junior group. In the result part, nurses reporting models could be divided into four types: “integrated report” (report with full case description, wrong doing and correction and improvement), “partial report” (report with part case description, wrong doing and correction and improvement), “review report” (report with wrong doing and correction and improvement), and “event report” (report with full case description). The middle working experience group use “integrated report” the most, and then is junior group. The senior group is prone to use “review report”. The reasons may have relevance with “reporting system design”, “training” and “report time interval”. The integrity and effectiveness score among three groups aren’t statistical significantly different, but the middle working experience group performed higher score trend than others. The reporting models, the complexity of scenarios and the experiment time may lead to this kind of results. The reasons of missing items are “dependence of click system”, “poor reporting habit” and “reporting experience” and “fatigue mental condition”. In the cause analysis part, all participants could focus on personal factors, but less than half of participants could focus on multi-personal factors, and only 28% could focus on systematic factors. Researcher infers that nurses’ concept of cause analysis which is generally not systematic oriented will causes the percentage distribution. In the subjective ranking scale part, participants think that information related to MAE, correction and patient first aid are the most important.
    Based on the results, Medical adverse event reporting should focus on reporting system design and reporting culture. Reporting system design should apply ergonomics design, reporter should understand the meaning of reported items while they’re using the system. Reporting system should also avoid making user depend too much and weakening own ability of organizing report and emphasize the items reporter thinks are important. Report culture should focus on the change of patient safety culture inside medical institution. The change patient safety culture will affect staffs attitude and behavior. Training should focus on the construction of nurses’ concepts, and make them realize the importance, meaning and purpose of each reported item. Elevate front-line nurse reporting quality will do a lot on medical safety improvement.
"
NTHUIEEM,"Chen9, Yao-Hsuan",Improving Augmented Reality Applications Integrated with Depth Sensing Technologies,"Chu, Chih-Hsing",104,"RGB-D cameras
Augmented Reality
Real-Virtual Interactions
Virtual Try-On","Progressing rapidly in recent years, augmented reality (AR) technologies have successfully found applications in engineering, marketing, entertainment, and medical industries. However, to render high-quality visualization contents in AR remains a challenging task with several technical barriers. Recent development of RGB-D cameras may provide an effective approach to solving those difficulties by capturing real-time depth data of a real scene. This research attempts to improve the effectiveness of product display in AR from multiple perspectives. First, a virtual model can be precisely positioned into a real scene according to the reference geometry selected by users from the scene, without use of markers. Mutual occlusions between real and virtual objects can be precisely estimated using the depth data. This information enables realistic interactions in an AR environment with intuitive rendering of both. In addition, a computational framework is developed to overcome data deterioration induced by random noises and missing pixels in the data captured by RGB-D cameras. The framework effectively reduces the jitter problem occurring along the occlusion boundaries. In addition, we implement a distributed AR system to realize the concept of mass virtual try-on. This system integrates cloud computing and parallel processing technologies to increase the computation efficiency involving in the try-on application. A use scenario of shoes try-on demonstrates the feasibility of the system. This work enhances the realistic extent of interactions between real and virtual contents by integrating RGB-D cameras into AR applications."
NTHUIEEM,"Ruan, Yi Ting",Analyzing Crowdsourcing Annotations on Phone Calls and Developing Predictive Model on Call Feelings,"Wang, Mao Jiun",104,"Crowdsourcing Annotation
Call Feelings
Big Data
Data Mining
Support Vector Machine","     Crowdsourcing annotation applications have increasingly moved from PCs to smartphones as the smartphone and mobile network are widely used. The most common ways to annotate things in crowdsourcing applications are “Like/unlike”, “Five-star” ratings, “Emoticons” and “Text” tags or comments. However, the annotating method used on phone calls is limited to “Text” in existing system.
     In this study, we compared the four annotating methods and tried to figure out the most suitable method in crowdsourcing annotation system on phone calls for smartphone users. There are two main goals in this study, the first goal is to find the usage patterns of annotating and investigate the feelings on different kind of calls by analyzing the massive call annotations being collected. The second goal is to establish a predictive model on call feelings.
     We developed a crowdsourcing annotation system on Android, and collected more than 3,000 user profiles and 100,000 annotations. We compared the four methods on this system and studied the primary audience, user behavior on annotating and efficiency of collecting annotations. In addition, the predictive models on call feeling achieved 73.6% accuracy on average, which is higher than that of the other studies.
     Overall, this study provides a foundation for follow-up studies in the field of crowdsourcing annotation on phone calls, and the established predictive model can be widely used in estimating customer satisfaction on calls and improving phone-call-related applications.
"
NTHUIEEM,"Chuang, Yen Chi",A study of using relief grating marks as key coding feature on banknotes for the blind,"Yu, Chih Yun",104,"Identification of banknotes
Coding System
Banknotes recognition accuracy","The purpose of this study is to investigate the feasibility of using relief grating marks as key coding feature on banknotes for the blind. Advanced countries are trying to try to issue banknotes for the blind identification, after decades of effort has not yet reached the stage of effective and reliable, so this study to explore an effective and reliable method to identify banknotes for the blind.
The purpose of this study is to find the blind can absolutely identify effective two level relief grating marks. Experimental approach is to ask the blind in the test paper 49(7 x 7) different marks to identify pulp touch. Identifying the method first used in the test paper to confirm the marked area can be perceived, then find the two can definitely identify markers in this area. This test paper with 49 markers arranged in a matrix of 7 x 7, the upper left corner (1,1) stroke width of 0.2mm, 1:1 stroke width and spacing ratio, each row to the right stroke width and spacing ratio to 25% of an increase, each column to the down stroke width 25% of an increase, so the lower right (7,7) stroke width of 0.76mm , 1: 3.81 ratio of stroke width and spacing. This study was testers to 20 blind and 30 normal vision people.
Blind perceived area results for the 4 x 4 matrix bottom right area of the test paper. Normal vision people also identical. In this area, the blind can absolutely identify of two level-relief grating marks is (4,4) and (7,7), (4,4) for the stroke width of 0.39mm / spacing of 0.76mm, (7,7) for the stroke width of 0.76mm / spacing of 2.91mm, To identify the correct rate of 100%, judgment time of 1.78 seconds. Results normal vision people almost identical, the correct rate is 100%, only slightly longer of judge, is 2.00 seconds.
The results of this experiment are very exciting, this two level relief grating marks if accompanied by two coding, such as the number of marks and direction of marks, then we should be sufficient to design up to 12 denominations of banknotes blind, The number of countries meet the current denominations of banknotes.
"
NTHUIEEM,"Kao, Erh Ting",Perception Differences in Product Design Evaluation using Physical and Virtual Prototypes,"Chu, Chih Hsing",104,"Physical
Virtual prototypes
Design evaluation
User experience","Design evaluation is a critical stage in new product development. The main purpose is to revise product designs according to the evaluation result, thus satisfying customer requirements. Traditional design evaluation is usually conducted on real product prototypes, which involves high development costs and lengthy development time. As information technologies progressing, virtual prototyping technologies have recently becomes mature and been applied to design evaluation of various products and services. A design evaluation task needs to be studied from multiple perspectives . It is thus advantageous to understand if and what differences exist in design evaluations based on real and virtual prototypes, especially in the user experience arising during the evaluation process. Detailed studies are still lacking in previous works. Therefore, this research compares the differences between real and virtual prototypes by conducting a series of cognition experiments. In the first part of the experiments, we look into the evaluation correctness on identifying engineering attributes, usability, and product appearances, respectively, between the two means. Another focus is to examine the user experiences in the corresponding evaluation tasks. In the second part, we try to understand how the feedback information of different degrees influences the user experience in evaluating virtual prototypes. The experimental results show that the evaluation correctness based on virtual prototypes is lower than that of real ones in most tasks, and the user experience is worse. Moreover, adding sound or movement feedback in virtual prototypes improves the user experience in the evaluation task based on virtual prototypes, and the more feedback information, the closer to that produced by real prototypes. This work systematically investigates design evaluations based on real and virtual prototypes. The research findings provide good guidelines for improving virtual prototyping technologies."
NTHUIEEM,"Lin, I Hsuan",A Simulation Based Supply Chain Planning Method Considering Design for Additive Manufacturing and Supply Chain,"Chiu, Ming-Chuan",104,"Design for Additive Manufacturing
Design for Supply Chain
Simulation
Decision Support System","Additive manufacturing (AM) technology is a technology that fabricates parts by laying material layers one on another. This opposite characteristic of AM is considered to have influence on the supply chain (SC). Many enterprises have considered to apply AM to their manufacturing process but still hesitant because the influence of AM is not certain. Thus, the purpose of this study is to develop a decision support tool to use with design for additive manufacturing (DfAM) and design for supply chain (DfSC) such that the SC configuration for a personalized product can be optimized under various demand uncertainties. An interactive methodology is proposed in this industry-university cooperative research. Through identifying the company requirements with interview, an application programming interface (API) and simulation model were developed to solve the DfAM and DfSC problems of case company. Based on customer preference, the SC configuration is analyzed and suggestions are developed according to simulation results at the product design. Results show the supplementary capacity of the additive manufacturing (AM) process improves the SC performance in terms of lead time and total cost. This work identifies the research gap between AM and SC, and gives a comprehensive study to it with the investigation of different performance indicators, such as order fulfill rate and waste rate. This is the first study that considers both DfAM and DfSC with the integration of an API. It also addresses the demand fluctuation level and stochastic demand of a personalized product."
NTHUIEEM,"Wu, S.I",Postponement Strategy in Memory IC Manufacturing,"Lin, Tse meng",104,"Mass customization
Postpone strategy
Decoupling point
Modular design","Abstract

IC design industry is a highly competitive Industry in the world. Although there are many demands for different applications such that IC design companies can survive by fulfilling these requirements, products are has shorter and shorter life cycles, However, they face a mask design cost wasted issue (over 400%) and an high level inventory cost.
A factory of wafer production cycles need usually 2 to 2.5 months. It has the most effort of an IC design company who produces his devices and tries to deliver to his customer. How to shorter an IC design company production cycle time would be an important issue for increasing an IC design company’s kernel competitive a advantage.
To solve these issues, this study proposes a novel postpone strategy methodology which base on design for manufacturing in which We propose a concept of common mask design within multi- decoupling point concepts to plan wafer production schedule.
   In this paper, we develop a which can integrate and optimize design process and production process for an IC design company. In addition, we provide some production damping composite design and optimization algorithms to make product plan and management method smarter than traditional management method of production plan which includes: (1) multi decoupling point and (2) integration DFM concept (Design For Manufacturing) within common mask design principle. 
  After Implemented our research concept in case study company, we receive some good consequences which included (1) production cost reduced 40%, (2) inventory cost reduced 50% and (3) lead time reduced 20%.
II
  This study collected the opinions of experts and scholars, and industries concepts of mass Customization and postponement strategies under various customizations to investigate how to enhance an IC design company’s kernel competitive capability. Furthermore, our research integrate four methods which include modular design, postponement strategy and multiple damping point execution, process standardization, process rearrangement and push-pull production strategies to increasing an IC design company’s kernel competitive capability.
                       

"
NTHUIEEM,"Lin, Chun Hsiang",Approximating the Online Traveling Salesman Problem against Fair Adversaries,"Liao, Chung Shou",104,"online algorithm
traveling salesman problem
fair adversary","The traveling salesman problem (TSP) is a well-studied combinatorial optimization problem. The problem requests for visiting cities all completely known and returning to the origin. In this paper, we consider its online version, called the online traveling salesman problem (OLTSP). The difference between TSP and OLTSP is that requests arrive at arbitrary time and no advance information about the requests is known a priori. The salesman moves at unit speed to serve all requests arrived online and goes back to a designated origin. The objective of the OLTSP is to find a route for the salesman that finishes his work as quickly as possible.      
In this paper, we refer to the concept of fair adversary proposed by [Blom et al. INFORMS Journal on Computing, (2001), 13(2), pp. 138-148] and determine how to use waiting strategy properly. We consider two cases: the real line and the boundary of unit square, respectively. For the 1D space, i.e., the real line, we prove that the PQR algorithm presented by [Ausiello et al. Algorithmica, (2001), 29(4), pp. 560-581] has a better 5/3-competitive ratio against fair adversary. We also show that for any randomized algorithms, the lower bound is at least  4/3. For 2D space, i.e., the boundary of unit square, we provide a 2-competitive randomized algorithm against fair adversary, which can be improved to 1.7808, by using the waiting strategy. This result surpasses the deterministic lower bound of the 2D OLTSP. 
"
NTHUIEEM,"Lin, Ping Ting",The Multi-service Facility Location Problem,"Liao, Chung Shou",104,"facility location
multi-service
approximation algorithm","We propose a generalization of the well-known facility location problem, called the multi-service facility location problem. In this problem, each facility has the ability to provide at most p kinds of distinct services, and each client has different requirements from the p kinds of services. The objective is to select a subset of facilities and to identify its corresponding service assignment to clients such that the requirements of each client can be satisfied, and the total cost, including the facility setup cost, service cost and connection cost is minimized. To solve this problem, we modify a local search heuristic algorithm, and present an approximation algorithm with theoretical analysis. In this study, we prove that our algorithm has a locality gap of 3 for this problem. We also implement the algorithm and the experimental result demonstrates its efficiency and effectiveness."
NTHUIEEM,"Chang, Chi Fen",動態裝箱問題之探討,"Liao, Chung Shou",104,"semi-online algorithm
dynamic bin packing
approximation algorithm","This study investigates the dynamic bin packing problem which is one of the oldest classic NP-complete problems in the field of combinatorial optimization. The problem involves assigning a set of n items with size no more than the given bin capacity to equal-capacity bins so that the total size of items in each bin does not exceed the bin capacity, and items may depart from the packing at any time. The optimization objective is to minimize the maximum number of bins ever used over all time. In the perspective of practice, this problem has widely studied for the memory allocation problems. Therefore, many variants have been continually proposed over the past decades. In this study, we revisit the properties of some on-line algorithms in the dynamic bin packing problem and investigate a generalization model of the bin packing problem, called semi-online dynamic bin packing. The semi-online property provides some relaxations of on-line constraints, such as allowing to repack some items or knowing some information in advance. We develop a semi-online dynamic bin packing algorithm with a greater upper bound in some specific situations."
